@relation training_set

@attribute branch-load-misses numeric
@attribute branch-loads numeric
@attribute L1-dcache-load-misses numeric
@attribute branch-store-misses numeric
@attribute branch-stores numeric
@attribute dTLB-load-misses numeric
@attribute dTLB-loads numeric
@attribute iTLB-load-misses numeric
@attribute iTLB-loads numeric
@attribute L1-dcache-loads numeric
@attribute L1-dcache-store-misses numeric
@attribute L1-dcache-stores numeric
@attribute L1-icache-load-misses numeric
@attribute L1-icache-loads numeric
@attribute branch-misses numeric
@attribute bus-cycles numeric
@attribute cache-misses numeric
@attribute cache-references numeric
@attribute cpu-cycles numeric
@attribute instructions numeric
@attribute label {malware,benign}

@data
3783,72296,5864,3633,69827,17533,145463,2406,527913,147537,5439,147537,3424,250568,4083,0,0,0,2113233,399646,malware
0,0,0,0,0,0,0,0,0,12186,1377,12186,0,0,0,0,0,0,0,0,malware
4070,24642,2726,5118,30243,6663,57484,2850,624792,50542,2798,50542,5991,156651,5638,1631350,3577,60156,1646431,159490,malware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262235,383,3512,0,0,malware
0,0,0,499,1368,302,3686,228,97556,0,0,0,752,10206,549,0,0,0,239101,10230,malware
4173,24110,2913,3990,23999,5532,48095,2753,445754,51306,2932,51306,4155,104941,3922,1349616,3570,58522,1262443,151001,malware
0,0,0,100192,586198,71194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
3895,22720,2538,4936,28778,6427,45601,2701,366984,52254,2858,52254,4873,119798,4703,1312086,2814,50556,1414369,152937,malware
130940,1030435,65867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
4140,23701,2959,4066,24761,5683,50145,2751,454276,51256,2992,51256,5027,127034,4707,1285287,2838,51117,984940,139133,malware
4267,23876,2909,3970,24287,5568,48747,2716,429356,984546,65520,984546,3908,111268,4028,1092367,2429,46629,1083947,132023,malware
0,0,0,0,0,0,8851709,23073,17079259,0,0,0,0,0,0,0,0,0,0,0,malware
291483,5934391,62268,292653,5974865,182263,0,0,0,9045101,83712,9045101,47470,14434476,294956,49325100,90815,9327224,47072180,28395055,malware
0,0,0,0,0,0,7311,438,294950,0,0,0,0,0,0,440183,1207,11845,0,0,malware
1155,4208,974,0,0,0,8239301,14111,16439851,7848,957,7848,1577,21134,1154,0,0,0,0,0,malware
314205,5829126,92622,308277,5833071,215089,0,0,0,8265768,92822,8265768,58697,13357780,322585,47515123,88827,8229090,55319973,24497426,malware
0,0,0,0,0,0,126627,2534,533868,0,0,0,0,0,0,0,0,0,0,0,malware
4293,72938,6122,4436,73987,18518,0,0,0,130477,4826,130477,110557,3154569,113195,2054919,4822,129410,1884412,422423,malware
0,0,0,0,0,0,0,0,0,0,0,0,22922,471957,18941,0,0,0,0,0,malware
0,0,0,0,0,0,0,0,0,0,0,0,14982,279725,11811,0,0,0,0,0,malware
4371,26154,3000,3979,24124,5695,50987,2749,718526,51683,3128,51683,29939,666021,27147,1411127,3293,52679,1435728,153228,malware
0,0,0,0,0,0,3515,242,175153,0,0,0,7728,237178,8798,0,0,0,0,0,malware
535,1460,426,0,0,0,0,0,0,0,0,0,825,11126,613,0,0,0,303677,12377,malware
0,0,0,0,0,0,0,0,0,4506,472,4506,0,0,0,315443,453,4217,0,0,malware
3765,22079,2549,4293,24608,5891,53708,2890,728453,45506,2671,45506,5396,125714,5066,1062770,2571,44393,1340442,140651,malware
0,0,0,95825,578965,68071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
3794,22006,2563,3720,23155,5484,46549,2739,601659,49150,2997,49150,3867,96625,3853,1025987,2735,46664,1368659,139614,malware
3961,22536,2617,4070,26621,5783,55648,2881,686442,48777,3041,48777,4928,113689,4604,1359126,3502,54173,1450052,163140,malware
3686,21602,2306,0,0,0,48161,2745,635827,43368,2421,43368,4169,119656,4416,1304025,2794,48559,1138918,130554,malware
0,0,0,3959,24610,5771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
357102,4066323,246772,390967,4557494,105196,23468461,81906,18066284,49948,2607,49948,1757911,28783670,1231881,569000,2212,44870,75702949,42881243,malware
764140,9692930,309898,721809,9191528,133537,10359779,31932,8645136,26993686,604330,26993686,121889,1231660,74535,107721476,607575,27593585,25274295,19398643,malware
12498585,189453165,6673867,12517359,191303640,3723558,389319174,1531867,377290330,127243129,2542062,127312865,16930265,363441461,11916539,218269876,1158876,68501840,1117569125,910211707,malware
263403,1166463,107841,391724,1880401,98265,4034969,38138,6967327,197949110,4162025,197879374,1539782,17988196,955478,942306006,5503015,256171364,69579772,15565523,malware
2256068,16602539,1047643,1034943,6349405,488874,10125911,296241,81607396,10605294,602005,10605294,1576489,18107817,859064,177904664,908703,27153640,173245712,50651676,malware
4459,48489,2843,1519,4287,175,15724,202,18010,20948808,619075,20948808,984687,7088766,564660,30530592,174463,4272807,47842985,15216309,malware
2860,25700,2763,1384465,10836382,445325,20107396,167230,18800451,48824,2542,48824,1839,22876,1158,1749988,4946,109118,1486921,122520,malware
780706,8283823,538222,65526,199066,11734,6287182,68779,7829297,31197,2484,31197,842864,25579270,703490,122659001,492885,15867905,122275677,40822894,malware
73001,467565,52961,0,0,0,0,0,0,17558990,539436,17558990,116544,3285072,94579,22692960,72070,1444751,15875700,3003329,malware
0,0,0,788130,8611063,642524,1004077,33919,7041310,0,0,0,0,0,0,0,0,0,0,0,malware
0,0,0,93064,601087,103008,18032681,327155,61102333,0,0,0,847,11746,547,0,0,0,0,0,malware
985,2519,278,1014,2516,142,9717,129,12065,4571,397,4571,0,0,0,268517,389,4410,17681580,7032484,malware
9671,43327,7249,7898,38190,7386,46380,2076,1021378,9228,972,9228,15922,111801,9195,700163,1309,14268,1116965,141926,malware
25578,156533,18589,0,0,0,0,0,0,75549,3951,75549,32253,594282,24349,7102396,20949,370779,7354390,812151,malware
0,0,0,3436,10037,1491,0,0,0,301753,18428,301753,0,0,0,0,0,0,0,0,malware
0,0,0,25146,145491,19031,12795,684,473291,0,0,0,0,0,0,0,0,0,0,0,malware
0,0,0,0,0,0,344991,7165,2990753,0,0,0,0,0,0,0,0,0,0,0,malware
8835,29938,6295,8278,28636,5440,61426,2686,948820,0,0,0,10387,145324,7399,0,0,0,1432245,133704,malware
0,0,0,0,0,0,0,0,0,61679,5644,61679,0,0,0,1582047,5350,57078,0,0,malware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13859964,4197407,malware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83818292,30580124,malware
1046,6159,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
824655,6921898,793087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404274,21525,malware
13522,58328,6954,13522,138840,4461,139298,3106,1204221,55862,3671,55862,21534,221298,12669,0,0,0,3002926,369378,malware
0,0,0,0,0,0,0,0,0,39659,2626,39659,0,0,0,2385150,6471,103864,0,0,malware
2201,7030,1525,0,0,0,0,0,0,0,0,0,2297,32792,1496,711800,1537,16434,679870,47032,malware
0,0,0,0,0,0,0,0,0,20796,1714,20796,0,0,0,0,0,0,0,0,malware
0,0,0,28469,148880,25431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
0,0,0,939706,7694508,899224,12008,666,389268,0,0,0,0,0,0,0,0,0,0,0,malware
0,0,0,0,0,0,0,0,0,0,0,0,14609,1483418,31383,0,0,0,0,0,malware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19924916,1978439,malware
3966,16015,3191,4120,16247,3054,31659,1917,824418,35105,3205,35105,7410,128487,5279,0,0,0,1606739,110428,malware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802224,3610,39822,0,0,malware
0,0,0,0,0,0,14560046,395504,57275033,0,0,0,0,0,0,0,0,0,0,0,malware
540574,8894940,374460,118032,843699,71453,73801356,322784,70840353,1470282,71657,1470282,368303,12978162,297751,24928087,80675,1469747,55395503,16617848,malware
4229076,47205043,2930802,517905,8368812,812233,14594930,124688,49787615,14185829,342027,14185829,1433441,70923917,1559252,97253154,331932,14029457,216978428,84241121,malware
1181748,10830026,745258,5890483,62388857,5465934,70867918,1669093,357705557,101202043,3820620,101202043,5086957,206789585,4558574,857536998,3728293,98770272,733023971,268890072,malware
58507,573060,73523,127776,719147,92409,31459187,765961,155944667,367848,25048,367848,107513,3837997,92059,26897726,88494,1612933,17537846,5072562,malware
208057,4627164,98291,86969,949320,75434,2007347,36145,13453575,1756616,134683,1756616,41656,1720360,45787,25725622,65279,729764,14089988,2285949,malware
3278,32510,3836,219887,4810057,162249,8074850,14839,17440679,8746414,120316,8746414,45849,15120643,214260,38738579,101350,8089343,38409150,22100641,malware
584,1908,472,3012,33094,5845,62960,1593,407218,59880,3012,59880,2729,154552,2488,1766101,3255,59957,1186937,164421,malware
0,0,0,1089,4262,632,3955,275,171556,5662,574,5662,1326,18232,839,269784,658,6470,2716349,212052,malware
0,0,0,0,0,0,0,0,0,877191,33328,877191,0,0,0,0,0,0,0,0,malware
595,1609,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
11221,48268,6943,541,1439,290,3753,217,96378,4486,407,4486,883,11970,619,305720,550,5714,278332,11860,malware
12470,48607,10540,21033,93533,15537,95321,1906,2764616,178409,14362,178409,25664,446704,18981,7575481,15030,177537,5968217,572387,malware
0,0,0,0,0,0,68461,3542,1368851,0,0,0,0,0,0,0,0,0,0,0,malware
8393,28706,6117,8750,31303,5562,0,0,0,48976,5060,48976,9483,131728,6692,1989483,5756,54181,8540179,2476602,malware
0,0,0,368,1064,225,44316,2567,709396,0,0,0,638,9119,408,160398,308,3689,0,0,malware
0,0,0,0,0,0,2680,115,68634,0,0,0,0,0,0,0,0,0,0,0,malware
0,0,0,0,0,0,0,0,0,3226,292,3226,0,0,0,0,0,0,38181364,9737413,malware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819352,43615,malware
0,0,0,0,0,0,0,0,0,3751,401,3751,0,0,0,0,0,0,0,0,malware
0,0,0,1183806,7772090,315250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
0,0,0,984724,4515710,704580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
0,0,0,213789,1281885,175464,0,0,0,0,0,0,0,0,0,0,0,0,3236142,332498,malware
0,0,0,49334,664539,51972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603254,31780,malware
5133,23810,3621,474160,8714718,478195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
0,0,0,8881,64011,7081,34028,973,491712,30225,2234,30225,3676,82194,3283,1218321,2449,32457,923156,86478,malware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113438,80835,malware
0,0,0,11440,116632,11973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
0,0,0,540,1432,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
0,0,0,40024,581975,52348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
10179820,146735357,5070592,2955484,27000591,645862,37635340,357237,38290582,229174748,4794797,229174748,4894616,48391165,2809058,223258097,1231758,41990097,1043686289,701417722,malware
2812204,22561874,1262286,2178602,19364980,505442,21541911,55512,16426165,42219245,1254977,42219245,730896,4298089,381020,74368823,385616,10264157,228007517,88269052,malware
460720,1830198,168304,1041655,4790357,196112,9283744,129791,30622737,3164123,144500,3164123,1942021,15513984,1123864,32852158,148677,3661531,50351314,10146373,malware
1410580,10020177,583983,4044054,47084211,1027497,99270317,576681,94934723,12312031,445962,12371955,5187378,88457148,3819446,462564097,2384040,66792154,66567865,15980819,malware
3730232,46167903,1695568,65732,590026,40293,15700440,462313,111415683,77269403,1672242,77209479,4416081,39389463,2620685,317154312,1665281,32917104,301819014,194591592,malware
1251979,7185568,671807,2669052,20088528,1824244,145027,2769,796621,35629083,1303548,35629083,1933964,57259423,1735235,1868291,3002,51510,180831192,35560975,malware
2187360,21182494,1647368,18100,149053,10394,67590792,801958,110229715,28531141,1425011,28531141,24444,479022,16287,142983576,763942,25078205,224216476,68605912,malware
1743105,12459787,744695,11877,205704,1942,506787,2700,1651746,283142,11960,283142,21097,1231671,12379,6351587,13693,344630,2202794,633070,malware
20764,230993,12465,13725,68923,4911,303061,5649,1645018,322223,11719,322223,1921,26242,1291,5543597,13532,271974,4557658,4403828,malware
120975,1515984,81800,18612,84743,13537,85897,4566,1369507,12797,1296,12797,15307,282915,11010,3730695,9382,125673,5332908,611173,malware
9942,77472,7383,4662,15586,2682,0,0,0,113663,8272,113663,7929,113217,5145,329774,356,4194,2424753,207419,malware
6009,20325,4511,511,1488,293,2407332,66585,12550354,41789,3892,41789,0,0,0,1303957,3113,38384,1904966,150414,malware
29564,168131,20052,0,0,0,0,0,0,0,0,0,15947,317906,9773,0,0,0,0,0,malware
0,0,0,8949,31304,5860,203054,10981,2408552,129375,6974,129375,11508,179791,8468,4562744,13618,197555,0,0,malware
21265,98367,16047,0,0,0,0,0,0,70245,6523,70245,0,0,0,0,0,0,1737070,189127,malware
1887,5975,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
122954,710458,81391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
67192,424714,48196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128334701,44723100,malware
0,0,0,0,0,0,3364,230,172198,0,0,0,0,0,0,0,0,0,1398786,103962,malware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550487,553016,malware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538411,4460,78566,0,0,malware
5849,28495,3516,1572260,11154187,419069,267970,5753,2057030,207123,6823,207123,25166,318055,15726,2080877,6081,71456,2534536,132289,malware
8452,32010,6749,5641,21652,2788,0,0,0,71530,6365,71530,0,0,0,0,0,0,2790107,294429,malware
0,0,0,18149,109009,7454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
0,0,0,2675,8613,1713,18686,1170,410225,0,0,0,4602,54990,2607,895493,1942,19825,2016451,326695,malware
2474,7784,1977,3593,12511,2185,0,0,0,2358514,74693,2358514,4890,80987,3496,1268532,3869,42138,829883,58274,malware
0,0,0,245788,958255,60248,0,0,0,25360,2377,25360,8029,107882,5079,0,0,0,0,0,malware
0,0,0,0,0,0,11548044,443333,43170838,8975553,83067,8975553,0,0,0,49958398,90095,9303615,0,0,malware
282002,5928550,63522,294055,5950048,289450,8800578,19442,16092228,0,0,0,47458,14596754,313397,0,0,0,49898005,28482313,malware
0,0,0,0,0,0,0,0,0,0,0,0,1528,20582,1164,443526,883,7650,359671,27423,malware
0,0,0,0,0,0,7322,455,374094,8265001,92347,8265001,0,0,0,55722655,88491,8219402,0,0,malware
318276,5870757,97053,313206,5889474,219939,8213548,14606,16087508,7880,940,7880,52751,13107393,307032,0,0,0,54394917,24467304,malware
1769,5667,1567,0,0,0,0,0,0,130872,5100,130872,0,0,0,2510825,5238,134314,0,0,malware
3880,72060,5797,4049,71774,18097,129815,2713,544704,0,0,0,3944,260513,4305,0,0,0,3011539,414101,malware
4487,26008,3029,4114,26361,5697,50404,2812,723606,52488,3072,52488,5013,124146,4776,1235911,2905,48404,1830235,174807,malware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392359,513,5066,0,0,malware
551,1547,469,552,1458,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245829,27454,malware
1158,9737,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
104848,595052,64556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
7673,28941,4668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
25153,130028,12268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
26613,134039,14190,4169,25471,5905,2494,452,267335,45648,2730,45648,4423,105205,4209,1395408,3706,54927,1445509,132621,malware
8804,54073,3624,0,0,0,50871,2363,407584,0,0,0,0,0,0,0,0,0,0,0,malware
3797,21945,2386,3760,23515,5576,0,0,0,45482,2635,45482,4131,120916,4481,1290219,2775,46373,1160695,131130,malware
0,0,0,0,0,0,46423,2760,669758,0,0,0,0,0,0,0,0,0,0,0,malware
4121,23540,2914,3843,23542,5539,0,0,0,50477,3049,50477,3998,96262,3857,1286283,3107,48819,1410305,131936,malware
0,0,0,0,0,0,47293,2742,562730,0,0,0,0,0,0,0,0,0,0,0,malware
5942,31626,3883,3774,23554,5410,0,0,0,49372,2944,49372,4812,108788,4446,1195470,3093,48961,1276279,130779,malware
0,0,0,0,0,0,68930,3095,693448,0,0,0,0,0,0,0,0,0,0,0,malware
0,0,0,0,0,0,0,0,0,0,0,0,19738,10427774,228469,0,0,0,0,0,malware
280393,5928592,59847,288157,5939729,178567,8844645,23805,16577743,9008463,80144,9008463,31138,4188650,78606,52458841,88500,9350006,49691447,28425298,malware
970,2902,726,0,0,0,0,0,0,0,0,0,2099,26525,1467,595606,1609,14832,0,0,malware
0,0,0,0,0,0,0,0,0,0,0,0,21095,11833830,267340,0,0,0,0,0,malware
301809,5844129,93310,319014,5850722,220089,8207720,14454,16320350,8196477,85378,8196477,27119,1224318,36740,56862663,91274,8247670,59257478,24354579,malware
1899,6170,1445,1974,7991,1412,7258,421,127400,985646,65458,985646,0,0,0,0,0,0,0,0,malware
3832,72867,5692,4209,72351,17907,129158,2575,622936,326566,15044,326566,2798,235179,3533,2308849,4681,128800,2554218,399593,malware
0,0,0,0,0,0,0,0,0,166702,9626,166702,0,0,0,0,0,0,0,0,malware
0,0,0,0,0,0,0,0,0,137736,7598,137736,0,0,0,0,0,0,0,0,malware
4986,28530,3319,4254,25075,5657,48667,2485,698953,59819,4204,59819,4035,109666,4147,1372665,2867,48130,1806060,166222,malware
0,0,0,550,1422,319,4304,257,173038,0,0,0,985,13016,704,277294,442,4249,0,0,malware
0,0,0,0,0,0,0,0,0,6673,745,6673,0,0,0,0,0,0,0,0,malware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338658,24089,malware
0,0,0,9575,29770,6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
4011,24348,2674,5427,29538,6607,44385,2527,561661,45136,2678,45136,4963,125050,4738,1609493,2868,46604,1363318,155871,malware
0,0,0,9609,33230,6781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
0,0,0,10179,36163,6691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
4087,23079,2683,5210,29345,6228,44593,2474,636890,45125,2617,45125,4045,99988,4032,1406249,3212,52046,1232239,140354,malware
0,0,0,11573,39737,8055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
0,0,0,1726,6477,1120,0,0,0,0,0,0,0,0,0,0,0,0,16251928,5173730,malware
4124,23330,2838,4701,26311,5992,47161,2499,619026,48517,3059,48517,4209,101515,4118,1061419,3048,47778,1363653,139055,malware
0,0,0,1298,5053,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
0,0,0,838,2784,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
4739,26133,3124,4198,23142,5564,42815,2470,504124,47330,2863,47330,3814,98138,3884,1318623,2893,48795,1096920,124467,malware
0,0,0,9936,32268,7062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
290476,5953902,63655,291196,5951906,293360,8890317,24554,16677847,8999469,85443,8999469,45341,14625293,309597,51254705,93003,9369604,52346056,28509983,malware
1040,3345,874,0,0,0,0,0,0,0,0,0,1204,16480,880,0,0,0,415398,32352,malware
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646753,940,7836,0,0,malware
297767,5826849,89951,316943,5865740,221244,8264586,15436,17017998,8233496,89349,8233496,56317,13266292,308758,61532319,92290,8265954,52734126,24184538,malware
1055,3339,891,116001,653615,80131,0,0,0,0,0,0,3080,45275,2206,0,0,0,0,0,malware
3998,73185,5882,25831,192863,29624,138943,2034,735481,134686,5306,134686,2980,244032,3780,2081346,5032,130294,3256574,408074,malware
0,0,0,24618,121032,11709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
0,0,0,8890,54451,4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
4083,24809,2770,4736,27781,5758,49888,2563,557034,50022,2983,50022,4310,119601,4490,1352749,3482,54865,1388022,152185,malware
794,2380,671,480,1375,300,0,0,0,0,0,0,763,10270,520,0,0,0,259243,12542,malware
0,0,0,2324,7706,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
0,0,0,7389,25431,5046,3503,229,131679,0,0,0,0,0,0,213625,435,4259,0,0,malware
4202,22960,2867,4584,28019,5619,44662,2543,615263,52655,3284,52655,5297,111295,4669,1308961,2962,48946,1164124,156340,malware
0,0,0,8876,28327,6332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malware
3987,23501,2772,4468,26998,5554,47817,2515,571385,44230,2500,44230,4459,116704,4407,1335175,2368,43086,1190790,140316,malware
